1.2733e-11-1.6816e+05i,1.2733e-11+1.6816e+05i,-3.4106e-13-75774i,-3.4106e-13+75774i,7.276e-12-56346i,7.276e-12+56346i,-2.7285e-12-30856i,-2.7285e-12+30856i,1.4779e-12-23418i,1.4779e-12+23418i,0-12435i,0+12435i,-1.7621e-12-3579.6i,-1.7621e-12+3579.6i,3.4106e-12-5290.9i,3.4106e-12+5290.9i
-7.9581e-12-1.5511e+05i,-7.9581e-12+1.5511e+05i,7.7307e-12-98588i,7.7307e-12+98588i,1.0232e-12-37748i,1.0232e-12+37748i,-2.2737e-12-26552i,-2.2737e-12+26552i,1.819e-12-21386i,1.819e-12+21386i,-1.3642e-12-10580i,-1.3642e-12+10580i,-2.1032e-12-1418.4i,-2.1032e-12+1418.4i,1.5916e-12-4980.1i,1.5916e-12+4980.1i
-1.0004e-11-1.3212e+05i,-1.0004e-11+1.3212e+05i,-7.276e-12-68302i,-7.276e-12+68302i,2.558e-12-39761i,2.558e-12+39761i,0-20485i,0+20485i,0-16125i,0+16125i,-2.2737e-13-9112.9i,-2.2737e-13+9112.9i,-5.5422e-13-1886i,-5.5422e-13+1886i,-4.5475e-13-3651.3i,-4.5475e-13+3651.3i
2.0464e-12-1.0973e+05i,2.0464e-12+1.0973e+05i,-1.9824e-12-81683i,-1.9824e-12+81683i,2.0464e-12-41859i,2.0464e-12+41859i,2.8137e-12-17202i,2.8137e-12+17202i,-5.0022e-12-10421i,-5.0022e-12+10421i,2.2737e-12-6275.9i,2.2737e-12+6275.9i,-1.0516e-12-1310i,-1.0516e-12+1310i,-6.8212e-13-2234i,-6.8212e-13+2234i
-2.7285e-12-2.0614e+05i,-2.7285e-12+2.0614e+05i,2.7285e-12-91795i,2.7285e-12+91795i,-6.8212e-13-80390i,-6.8212e-13+80390i,1.819e-12-44772i,1.819e-12+44772i,4.0927e-12-27162i,4.0927e-12+27162i,1.3642e-12-18744i,1.3642e-12+18744i,-1.1369e-12-4411.7i,-1.1369e-12+4411.7i,-3.4106e-13-2587.9i,-3.4106e-13+2587.9i
-9.0949e-13-1.9767e+05i,-9.0949e-13+1.9767e+05i,0-92170i,0+92170i,7.276e-12-54755i,7.276e-12+54755i,3.638e-12-33567i,3.638e-12+33567i,-2.7285e-12-26213i,-2.7285e-12+26213i,0-17042i,0+17042i,7.9581e-13-1590.2i,7.9581e-13+1590.2i,2.2737e-13-3630.8i,2.2737e-13+3630.8i
-3.638e-12-1.9198e+05i,-3.638e-12+1.9198e+05i,0-85255i,0+85255i,0-49951i,0+49951i,-1.5916e-12-29474i,-1.5916e-12+29474i,1.3642e-12-22276i,1.3642e-12+22276i,-1.819e-12-14215i,-1.819e-12+14215i,-5.6843e-13-6791.6i,-5.6843e-13+6791.6i,3.1264e-13-2724.2i,3.1264e-13+2724.2i
-7.7307e-12-2.5859e+05i,-7.7307e-12+2.5859e+05i,0-1.2349e+05i,0+1.2349e+05i,2.7285e-12-76376i,2.7285e-12+76376i,4.0927e-12-41190i,4.0927e-12+41190i,-1.819e-12-27255i,-1.819e-12+27255i,-2.7285e-12-18715i,-2.7285e-12+18715i,-2.2737e-13-4874.8i,-2.2737e-13+4874.8i,-4.0998e-12-75.267i,-4.0998e-12+75.267i
-6.3665e-12-2.3762e+05i,-6.3665e-12+2.3762e+05i,-2.7285e-12-1.385e+05i,-2.7285e-12+1.385e+05i,0-62571i,0+62571i,-3.1832e-12-53485i,-3.1832e-12+53485i,-5.1479e-12-31540i,-5.1479e-12+31540i,2.7285e-12-18722i,2.7285e-12+18722i,-5.8265e-13-912.78i,-5.8265e-13+912.78i,1.1369e-12-4476i,1.1369e-12+4476i
4.5475e-13-1.27e+05i,4.5475e-13+1.27e+05i,2.0464e-12-66410i,2.0464e-12+66410i,1.819e-12-41439i,1.819e-12+41439i,2.7285e-12-22509i,2.7285e-12+22509i,-2.7285e-12-17221i,-2.7285e-12+17221i,2.6716e-12-8792.5i,2.6716e-12+8792.5i,1.819e-12-6005.3i,1.819e-12+6005.3i,2.3448e-12-554.84i,2.3448e-12+554.84i
0-99186i,0+99186i,-5.3061e-74-72542i,-5.3061e-74+72542i,-9.0949e-13-30545i,-9.0949e-13+30545i,-1.3642e-12-18435i,-1.3642e-12+18435i,1.9327e-12-12896i,1.9327e-12+12896i,-6.8212e-13-8894i,-6.8212e-13+8894i,3.0695e-12-3685.2i,3.0695e-12+3685.2i,1.3216e-12-132.68i,1.3216e-12+132.68i
3.638e-12-98729i,3.638e-12+98729i,0-69458i,0+69458i,-1.0914e-11-46523i,-1.0914e-11+46523i,4.0927e-12-18160i,4.0927e-12+18160i,-7.9581e-13-13279i,-7.9581e-13+13279i,1.3642e-12-6907.6i,1.3642e-12+6907.6i,-4.4054e-13-3156.6i,-4.4054e-13+3156.6i,-4.3343e-13-803.97i,-4.3343e-13+803.97i
1.819e-12-95539i,1.819e-12+95539i,-1.3642e-12-70594i,-1.3642e-12+70594i,3.7517e-12-37521i,3.7517e-12+37521i,3.1832e-12-19725i,3.1832e-12+19725i,-1.819e-12-14844i,-1.819e-12+14844i,1.08e-12-8766.7i,1.08e-12+8766.7i,4.5475e-13-5025.6i,4.5475e-13+5025.6i,7.0699e-13-1844.5i,7.0699e-13+1844.5i
1.7053e-12-1.1567e+05i,1.7053e-12+1.1567e+05i,-5.0022e-12-89057i,-5.0022e-12+89057i,5.0022e-12-31893i,5.0022e-12+31893i,3.2969e-12-18335i,3.2969e-12+18335i,-3.8654e-12-13556i,-3.8654e-12+13556i,-3.4674e-12-6832.1i,-3.4674e-12+6832.1i,-3.1832e-12-4763.6i,-3.1832e-12+4763.6i,-1.1653e-12-1096.2i,-1.1653e-12+1096.2i
1.3642e-12-1.6486e+05i,1.3642e-12+1.6486e+05i,1.819e-11-1.0425e+05i,1.819e-11+1.0425e+05i,-2.0464e-12-37805i,-2.0464e-12+37805i,-2.7285e-12-30477i,-2.7285e-12+30477i,3.638e-12-15559i,3.638e-12+15559i,3.638e-12-9363.9i,3.638e-12+9363.9i,-1.1369e-12-3454.8i,-1.1369e-12+3454.8i,-1.9895e-13-1070.3i,-1.9895e-13+1070.3i
2.7285e-12-1.5823e+05i,2.7285e-12+1.5823e+05i,0-1.3043e+05i,0+1.3043e+05i,-4.5475e-12-48356i,-4.5475e-12+48356i,-2.8422e-14-37413i,-2.8422e-14+37413i,7.9581e-13-16024i,7.9581e-13+16024i,-4.1336e-12-9067.1i,-4.1336e-12+9067.1i,-3.6948e-13-667.47i,-3.6948e-13+667.47i,1.3642e-12-5081i,1.3642e-12+5081i
0-1.3056e+05i,0+1.3056e+05i,5.7351e-57-97040i,5.7351e-57+97040i,-7.276e-12-45375i,-7.276e-12+45375i,-5.0022e-12-26991i,-5.0022e-12+26991i,9.0949e-13-15017i,9.0949e-13+15017i,-2.2737e-13-8498i,-2.2737e-13+8498i,6.2528e-13-4092.8i,6.2528e-13+4092.8i,6.8212e-13-728.32i,6.8212e-13+728.32i
9.0949e-13-94728i,9.0949e-13+94728i,1.3642e-12-82410i,1.3642e-12+82410i,-1.0516e-12-34204i,-1.0516e-12+34204i,-9.0949e-13-19432i,-9.0949e-13+19432i,1.0232e-12-14148i,1.0232e-12+14148i,2.2737e-13-6860.2i,2.2737e-13+6860.2i,-5.6843e-13-2309.9i,-5.6843e-13+2309.9i,-2.1316e-14-39.94i,-2.1316e-14+39.94i
9.0949e-13-2.2673e+05i,9.0949e-13+2.2673e+05i,7.276e-12-1.2853e+05i,7.276e-12+1.2853e+05i,0-53655i,0+53655i,2.5011e-12-36677i,2.5011e-12+36677i,3.4106e-13-19299i,3.4106e-13+19299i,-1.4211e-12-9519.4i,-1.4211e-12+9519.4i,-1.5348e-12-5171i,-1.5348e-12+5171i,1.2506e-12-3686.3i,1.2506e-12+3686.3i
-1.0914e-11-3.0136e+05i,-1.0914e-11+3.0136e+05i,-1.819e-12-1.2153e+05i,-1.819e-12+1.2153e+05i,4.5475e-13-57657i,4.5475e-13+57657i,-3.638e-12-31790i,-3.638e-12+31790i,-5.457e-12-24082i,-5.457e-12+24082i,-2.2737e-12-6110.2i,-2.2737e-12+6110.2i,4.6612e-12-4194.9i,4.6612e-12+4194.9i,9.0949e-13-2607.4i,9.0949e-13+2607.4i
-1.819e-12-1.2329e+05i,-1.819e-12+1.2329e+05i,-6.8212e-13-70839i,-6.8212e-13+70839i,-1.1937e-12-36555i,-1.1937e-12+36555i,-3.0695e-12-22523i,-3.0695e-12+22523i,2.0464e-12-14261i,2.0464e-12+14261i,-3.1832e-12-8518.7i,-3.1832e-12+8518.7i,-2.2737e-13-4136.1i,-2.2737e-13+4136.1i,2.2737e-13-2539.2i,2.2737e-13+2539.2i
-9.0949e-13-1.2451e+05i,-9.0949e-13+1.2451e+05i,0-85357i,0+85357i,-4.0927e-12-41930i,-4.0927e-12+41930i,5.457e-12-25789i,5.457e-12+25789i,4.5475e-13-16296i,4.5475e-13+16296i,-9.0949e-13-11150i,-9.0949e-13+11150i,-2.2737e-12-6399.6i,-2.2737e-12+6399.6i,-1.1369e-13-570.62i,-1.1369e-13+570.62i
-3.7517e-12-1.3618e+05i,-3.7517e-12+1.3618e+05i,-7.276e-12-96620i,-7.276e-12+96620i,-5.6843e-13-53880i,-5.6843e-13+53880i,2.7285e-12-27377i,2.7285e-12+27377i,1.819e-12-19471i,1.819e-12+19471i,-1.9895e-12-13990i,-1.9895e-12+13990i,-1.6342e-13-1905.9i,-1.6342e-13+1905.9i,-1.2506e-12-4753.5i,-1.2506e-12+4753.5i
0-1.4871e+05i,0+1.4871e+05i,-2.2737e-12-1.1167e+05i,-2.2737e-12+1.1167e+05i,-9.0949e-13-45852i,-9.0949e-13+45852i,1.819e-12-27756i,1.819e-12+27756i,-2.6432e-12-20502i,-2.6432e-12+20502i,5.457e-12-11093i,5.457e-12+11093i,1.3074e-12-1064.3i,1.3074e-12+1064.3i,-4.5475e-12-6556.1i,-4.5475e-12+6556.1i
2.7285e-12-1.5117e+05i,2.7285e-12+1.5117e+05i,-7.276e-12-84556i,-7.276e-12+84556i,-2.2737e-13-45895i,-2.2737e-13+45895i,0-26440i,0+26440i,-1.3642e-12-16069i,-1.3642e-12+16069i,2.2737e-13-10223i,2.2737e-13+10223i,2.1174e-12-673.62i,2.1174e-12+673.62i,-1.5348e-12-4726.8i,-1.5348e-12+4726.8i
-1.819e-12-2.0177e+05i,-1.819e-12+2.0177e+05i,7.276e-12-1.2442e+05i,7.276e-12+1.2442e+05i,9.0949e-13-58024i,9.0949e-13+58024i,6.3665e-12-31648i,6.3665e-12+31648i,-1.819e-12-14783i,-1.819e-12+14783i,1.1369e-13-7275.6i,1.1369e-13+7275.6i,-2.6716e-12-2398.8i,-2.6716e-12+2398.8i,2.8422e-13-703.97i,2.8422e-13+703.97i
-7.7307e-12-1.8602e+05i,-7.7307e-12+1.8602e+05i,6.3665e-12-92728i,6.3665e-12+92728i,-1.819e-12-52730i,-1.819e-12+52730i,-1.819e-12-23249i,-1.819e-12+23249i,-2.2737e-12-15754i,-2.2737e-12+15754i,-1.3074e-12-9577.8i,-1.3074e-12+9577.8i,6.8212e-13-5360.4i,6.8212e-13+5360.4i,2.613e-12-253.82i,2.613e-12+253.82i
-5.4001e-13-24786i,-5.4001e-13+24786i,5.4001e-13-12564i,5.4001e-13+12564i,0-3987.6i,0+3987.6i,1.1369e-13-2025.1i,1.1369e-13+2025.1i,3.979e-13-1058.6i,3.979e-13+1058.6i,8.5265e-14-325.21i,8.5265e-14+325.21i,-5.8265e-13-259.31i,-5.8265e-13+259.31i,-3.9779e-13-2.3242i,-3.9779e-13+2.3242i
1.819e-12-21982i,1.819e-12+21982i,0-13148i,0+13148i,1.9718e-13-6000.6i,1.9718e-13+6000.6i,-2.2737e-13-3384.3i,-2.2737e-13+3384.3i,-6.0396e-13-2054.8i,-6.0396e-13+2054.8i,-1.5632e-13-506.7i,-1.5632e-13+506.7i,-1.4388e-13-326.93i,-1.4388e-13+326.93i,-4.2633e-14-89.809i,-4.2633e-14+89.809i
1.0232e-12-1.3443e+05i,1.0232e-12+1.3443e+05i,1.3642e-12-96081i,1.3642e-12+96081i,3.638e-12-41585i,3.638e-12+41585i,-2.3874e-12-17963i,-2.3874e-12+17963i,-1.819e-12-12390i,-1.819e-12+12390i,9.0949e-13-6387.1i,9.0949e-13+6387.1i,-2.9274e-12-960.6i,-2.9274e-12+960.6i,1.7053e-12-3490.1i,1.7053e-12+3490.1i
-3.638e-12-1.1004e+05i,-3.638e-12+1.1004e+05i,-1.8758e-12-1.0036e+05i,-1.8758e-12+1.0036e+05i,1.819e-12-43840i,1.819e-12+43840i,-2.3874e-12-18353i,-2.3874e-12+18353i,-3.4106e-13-10123i,-3.4106e-13+10123i,-1.5916e-12-6900.6i,-1.5916e-12+6900.6i,-3.9222e-12-3664.4i,-3.9222e-12+3664.4i,3.3467e-12-570.27i,3.3467e-12+570.27i
-1.819e-11-99590i,-1.819e-11+99590i,2.7226e-61-71152i,2.7226e-61+71152i,-2.0464e-12-29670i,-2.0464e-12+29670i,-7.9581e-13-19449i,-7.9581e-13+19449i,0-13267i,0+13267i,3.979e-12-6780.1i,3.979e-12+6780.1i,1.1369e-13-4018.3i,1.1369e-13+4018.3i,-1.3074e-12-1463.7i,-1.3074e-12+1463.7i
3.1832e-12-1.02e+05i,3.1832e-12+1.02e+05i,-1.2506e-12-71251i,-1.2506e-12+71251i,-6.8212e-13-31417i,-6.8212e-13+31417i,-6.8212e-13-18648i,-6.8212e-13+18648i,-5.6843e-14-11816i,-5.6843e-14+11816i,0-7306.2i,0+7306.2i,-7.9581e-13-2891.6i,-7.9581e-13+2891.6i,-2.8848e-12-611.01i,-2.8848e-12+611.01i
0-1.7519e+05i,0+1.7519e+05i,0-82174i,0+82174i,3.5243e-12-59726i,3.5243e-12+59726i,9.0949e-13-31371i,9.0949e-13+31371i,-4.5475e-12-22349i,-4.5475e-12+22349i,-9.0949e-13-10059i,-9.0949e-13+10059i,-1.3642e-12-4994.4i,-1.3642e-12+4994.4i,-1.9895e-13-733.46i,-1.9895e-13+733.46i
-7.3328e-12-1.7111e+05i,-7.3328e-12+1.7111e+05i,-1.1298e-12-87607i,-1.1298e-12+87607i,0-39494i,0+39494i,2.0464e-12-30359i,2.0464e-12+30359i,-3.2969e-12-14568i,-3.2969e-12+14568i,-3.4106e-13-9566.6i,-3.4106e-13+9566.6i,-5.7696e-12-1180i,-5.7696e-12+1180i,5.6843e-13-1523.6i,5.6843e-13+1523.6i
-1.1823e-11-3.499e+05i,-1.1823e-11+3.499e+05i,4.5475e-13-1.7881e+05i,4.5475e-13+1.7881e+05i,4.4338e-12-79318i,4.4338e-12+79318i,2.2737e-12-40627i,2.2737e-12+40627i,4.5475e-12-19863i,4.5475e-12+19863i,5.457e-12-9995i,5.457e-12+9995i,3.4106e-13-1382.7i,3.4106e-13+1382.7i,4.5475e-12-3881.7i,4.5475e-12+3881.7i
3.638e-12-2.1843e+05i,3.638e-12+2.1843e+05i,7.276e-12-1.183e+05i,7.276e-12+1.183e+05i,-2.7285e-12-57331i,-2.7285e-12+57331i,3.3538e-12-34603i,3.3538e-12+34603i,-1.0232e-12-16018i,-1.0232e-12+16018i,-2.2737e-13-10879i,-2.2737e-13+10879i,-2.3306e-12-398.33i,-2.3306e-12+398.33i,-8.5265e-13-2360.5i,-8.5265e-13+2360.5i
-3.0695e-12-2.3672e+05i,-3.0695e-12+2.3672e+05i,-1.3642e-12-1.3408e+05i,-1.3642e-12+1.3408e+05i,8.1855e-12-56371i,8.1855e-12+56371i,0-27482i,0+27482i,-2.2737e-12-17984i,-2.2737e-12+17984i,2.3874e-12-12463i,2.3874e-12+12463i,-1.819e-12-6408.9i,-1.819e-12+6408.9i,-1.9185e-13-233.37i,-1.9185e-13+233.37i
1.2633e-11-1.6426e+05i,1.2633e-11+1.6426e+05i,-7.276e-12-1.0891e+05i,-7.276e-12+1.0891e+05i,4.7748e-12-40627i,4.7748e-12+40627i,3.638e-12-38425i,3.638e-12+38425i,1.7053e-12-17027i,1.7053e-12+17027i,-3.1832e-12-6953.1i,-3.1832e-12+6953.1i,7.1054e-13-2116.7i,7.1054e-13+2116.7i,-1.176e-12-66.443i,-1.176e-12+66.443i
-3.638e-12-1.8446e+05i,-3.638e-12+1.8446e+05i,-2.2737e-13-53258i,-2.2737e-13+53258i,2.7285e-12-42849i,2.7285e-12+42849i,2.7285e-12-29520i,2.7285e-12+29520i,2.7285e-12-18636i,2.7285e-12+18636i,-1.1369e-12-5169.4i,-1.1369e-12+5169.4i,2.558e-13-3968.1i,2.558e-13+3968.1i,-2.5984e-13-7.3551i,-2.5984e-13+7.3551i
-3.638e-12-1.5678e+05i,-3.638e-12+1.5678e+05i,5.457e-12-59407i,5.457e-12+59407i,6.8212e-13-39545i,6.8212e-13+39545i,4.8885e-12-30116i,4.8885e-12+30116i,1.1369e-12-22963i,1.1369e-12+22963i,-1.1369e-12-8003.2i,-1.1369e-12+8003.2i,2.0464e-12-4548i,2.0464e-12+4548i,-1.549e-12-1607.1i,-1.549e-12+1607.1i
3.1832e-12-2.338e+05i,3.1832e-12+2.338e+05i,-2.4443e-12-67433i,-2.4443e-12+67433i,-3.638e-12-39941i,-3.638e-12+39941i,9.0949e-13-30183i,9.0949e-13+30183i,2.3874e-12-11215i,2.3874e-12+11215i,-3.1832e-12-6545.9i,-3.1832e-12+6545.9i,2.3874e-12-4448.2i,2.3874e-12+4448.2i,2.4443e-12-3214.2i,2.4443e-12+3214.2i
-5.9117e-12-1.443e+05i,-5.9117e-12+1.443e+05i,-2.2737e-12-59736i,-2.2737e-12+59736i,1.1369e-13-25793i,1.1369e-13+25793i,4.5475e-13-22269i,4.5475e-13+22269i,-1.4211e-12-12029i,-1.4211e-12+12029i,-5.5422e-13-8834.3i,-5.5422e-13+8834.3i,4.2633e-13-6461.1i,4.2633e-13+6461.1i,-4.6612e-12-801.64i,-4.6612e-12+801.64i
-6.1391e-12-1.3692e+05i,-6.1391e-12+1.3692e+05i,-1.2221e-12-60805i,-1.2221e-12+60805i,-6.9633e-13-33467i,-6.9633e-13+33467i,0-20340i,0+20340i,-5.457e-12-13352i,-5.457e-12+13352i,2.7285e-12-10245i,2.7285e-12+10245i,-2.3022e-12-6280.1i,-2.3022e-12+6280.1i,1.1369e-12-2922.1i,1.1369e-12+2922.1i
-5.457e-12-1.698e+05i,-5.457e-12+1.698e+05i,4.0927e-12-76569i,4.0927e-12+76569i,1.819e-12-30077i,1.819e-12+30077i,-9.0949e-13-18383i,-9.0949e-13+18383i,-2.7285e-12-14117i,-2.7285e-12+14117i,-1.5916e-12-7952.9i,-1.5916e-12+7952.9i,-4.5475e-13-5050.8i,-4.5475e-13+5050.8i,2.8422e-13-1238.7i,2.8422e-13+1238.7i
1.1823e-11-1.1633e+05i,1.1823e-11+1.1633e+05i,-2.0392e-55-89071i,-2.0392e-55+89071i,-1.819e-12-29690i,-1.819e-12+29690i,4.5475e-13-15647i,4.5475e-13+15647i,2.2737e-12-9354.7i,2.2737e-12+9354.7i,2.4443e-12-8485.3i,2.4443e-12+8485.3i,-1.4779e-12-1184.8i,-1.4779e-12+1184.8i,1.7053e-12-3629.6i,1.7053e-12+3629.6i
2.0464e-12-1.3523e+05i,2.0464e-12+1.3523e+05i,3.638e-12-83859i,3.638e-12+83859i,2.2737e-12-30186i,2.2737e-12+30186i,1.279e-12-17978i,1.279e-12+17978i,-2.7285e-12-12274i,-2.7285e-12+12274i,5.6843e-13-7133.3i,5.6843e-13+7133.3i,2.16e-12-2154.8i,2.16e-12+2154.8i,-8.9706e-14-83.439i,-8.9706e-14+83.439i
1.819e-12-1.0742e+05i,1.819e-12+1.0742e+05i,0-58567i,0+58567i,-5.6843e-13-32186i,-5.6843e-13+32186i,4.5475e-13-19928i,4.5475e-13+19928i,0-12475i,0+12475i,6.2528e-13-6349.5i,6.2528e-13+6349.5i,3.4106e-13-3381.1i,3.4106e-13+3381.1i,4.3787e-13-85.214i,4.3787e-13+85.214i
-4.5475e-12-98350i,-4.5475e-12+98350i,2.5011e-12-69984i,2.5011e-12+69984i,-1.0232e-12-33318i,-1.0232e-12+33318i,-9.0949e-13-20737i,-9.0949e-13+20737i,-1.3642e-12-12453i,-1.3642e-12+12453i,-9.0949e-13-7724.7i,-9.0949e-13+7724.7i,6.8212e-13-3238.6i,6.8212e-13+3238.6i,6.4748e-13-62.629i,6.4748e-13+62.629i
-1.6485e-12-1.0615e+05i,-1.6485e-12+1.0615e+05i,-3.638e-12-83238i,-3.638e-12+83238i,2.0464e-12-29831i,2.0464e-12+29831i,0-17586i,0+17586i,-3.2969e-12-11489i,-3.2969e-12+11489i,-2.2737e-12-4418.3i,-2.2737e-12+4418.3i,4.8885e-12-1670.8i,4.8885e-12+1670.8i,0-2742i,0+2742i
1.819e-12-1.0146e+05i,1.819e-12+1.0146e+05i,3.8352e-92-74018i,3.8352e-92+74018i,-1.3642e-12-29655i,-1.3642e-12+29655i,-4.6043e-12-19403i,-4.6043e-12+19403i,-2.2737e-13-12417i,-2.2737e-13+12417i,-1.3642e-12-6292.3i,-1.3642e-12+6292.3i,-5.1159e-13-1484.7i,-5.1159e-13+1484.7i,9.2371e-13-349.33i,9.2371e-13+349.33i
2.2737e-12-2.7386e+05i,2.2737e-12+2.7386e+05i,-2.7285e-12-1.9907e+05i,-2.7285e-12+1.9907e+05i,-1.3642e-12-89453i,-1.3642e-12+89453i,4.7748e-12-39724i,4.7748e-12+39724i,2.2737e-13-15290i,2.2737e-13+15290i,5.1159e-12-9517i,5.1159e-12+9517i,1.1084e-12-5802.2i,1.1084e-12+5802.2i,-7.8302e-12-302.68i,-7.8302e-12+302.68i
-9.5497e-12-2.9287e+05i,-9.5497e-12+2.9287e+05i,-3.638e-12-1.5941e+05i,-3.638e-12+1.5941e+05i,8.5265e-14-66373i,8.5265e-14+66373i,-4.3201e-12-29107i,-4.3201e-12+29107i,1.819e-12-21268i,1.819e-12+21268i,3.8654e-12-8192.5i,3.8654e-12+8192.5i,-8.0718e-12-2545.7i,-8.0718e-12+2545.7i,2.2737e-13-5432i,2.2737e-13+5432i
1.819e-12-5.1092e+05i,1.819e-12+5.1092e+05i,-7.276e-12-2.6343e+05i,-7.276e-12+2.6343e+05i,3.638e-12-83048i,3.638e-12+83048i,-1.0459e-11-49475i,-1.0459e-11+49475i,-1.0004e-11-27125i,-1.0004e-11+27125i,0-14368i,0+14368i,-2.8422e-13-3960.8i,-2.8422e-13+3960.8i,6.5086e-12-323.86i,6.5086e-12+323.86i
-4.5475e-12-2.2259e+05i,-4.5475e-12+2.2259e+05i,-6.4517e-12-1.0999e+05i,-6.4517e-12+1.0999e+05i,1.3074e-12-43366i,1.3074e-12+43366i,1.0004e-11-29761i,1.0004e-11+29761i,2.5011e-12-15776i,2.5011e-12+15776i,-2.2737e-12-6981.5i,-2.2737e-12+6981.5i,1.7621e-12-2368.8i,1.7621e-12+2368.8i,9.6523e-13-21.029i,9.6523e-13+21.029i
9.0949e-12-3.4477e+05i,9.0949e-12+3.4477e+05i,-3.638e-12-2.2287e+05i,-3.638e-12+2.2287e+05i,1.819e-12-86476i,1.819e-12+86476i,-2.7285e-12-43465i,-2.7285e-12+43465i,1.819e-12-27122i,1.819e-12+27122i,0-17143i,0+17143i,-1.0118e-11-5397.7i,-1.0118e-11+5397.7i,3.3396e-12-644.76i,3.3396e-12+644.76i
-3.638e-11-3.0514e+05i,-3.638e-11+3.0514e+05i,2.7853e-12-1.8228e+05i,2.7853e-12+1.8228e+05i,0-1.1701e+05i,0+1.1701e+05i,-3.638e-12-45133i,-3.638e-12+45133i,4.5475e-12-22708i,4.5475e-12+22708i,5.457e-12-12050i,5.457e-12+12050i,-4.6612e-12-3821.9i,-4.6612e-12+3821.9i,5.798e-12-2703.3i,5.798e-12+2703.3i
-4.5475e-13-2.0603e+05i,-4.5475e-13+2.0603e+05i,0-85761i,0+85761i,-3.2969e-12-49022i,-3.2969e-12+49022i,-2.2737e-12-34220i,-2.2737e-12+34220i,-6.3665e-12-22188i,-6.3665e-12+22188i,-1.1369e-12-6786.8i,-1.1369e-12+6786.8i,-1.2506e-12-3519.4i,-1.2506e-12+3519.4i,6.3238e-13-969.42i,6.3238e-13+969.42i
4.5475e-13-1.6878e+05i,4.5475e-13+1.6878e+05i,-2.7285e-12-1.1955e+05i,-2.7285e-12+1.1955e+05i,1.3642e-12-57021i,1.3642e-12+57021i,4.5475e-13-26561i,4.5475e-13+26561i,6.3665e-12-20283i,6.3665e-12+20283i,2.7285e-12-6288.7i,2.7285e-12+6288.7i,-4.1496e-12-1402.9i,-4.1496e-12+1402.9i,2.6281e-12-2857.1i,2.6281e-12+2857.1i
0-1.6486e+05i,0+1.6486e+05i,-6.8127e-108-69915i,-6.8127e-108+69915i,-2.7001e-12-43073i,-2.7001e-12+43073i,2.6148e-12-25548i,2.6148e-12+25548i,1.5916e-12-19627i,1.5916e-12+19627i,-1.819e-12-8362i,-1.819e-12+8362i,-2.2737e-12-1852.6i,-2.2737e-12+1852.6i,3.979e-13-4018.6i,3.979e-13+4018.6i
-8.2991e-12-1.7541e+05i,-8.2991e-12+1.7541e+05i,-2.2737e-13-75862i,-2.2737e-13+75862i,-1.1369e-12-48516i,-1.1369e-12+48516i,9.0949e-13-27151i,9.0949e-13+27151i,-3.4106e-13-12521i,-3.4106e-13+12521i,-1.819e-12-9597.2i,-1.819e-12+9597.2i,-1.1937e-12-1976.3i,-1.1937e-12+1976.3i,-9.0949e-13-5109.4i,-9.0949e-13+5109.4i
9.0949e-13-1.5048e+05i,9.0949e-13+1.5048e+05i,-1.3642e-12-69103i,-1.3642e-12+69103i,-3.638e-12-42331i,-3.638e-12+42331i,2.5011e-12-28106i,2.5011e-12+28106i,5.457e-12-17155i,5.457e-12+17155i,1.1369e-13-8143.3i,1.1369e-13+8143.3i,9.0949e-13-6348i,9.0949e-13+6348i,1.8758e-12-306.56i,1.8758e-12+306.56i
-4.5475e-12-1.8563e+05i,-4.5475e-12+1.8563e+05i,1.2506e-12-56952i,1.2506e-12+56952i,2.0464e-12-35808i,2.0464e-12+35808i,-1.819e-12-26955i,-1.819e-12+26955i,-2.7285e-12-16037i,-2.7285e-12+16037i,-1.7053e-12-6343.1i,-1.7053e-12+6343.1i,2.7089e-12-3532.8i,2.7089e-12+3532.8i,-3.5527e-13-655.57i,-3.5527e-13+655.57i
7.276e-12-2.2614e+05i,7.276e-12+2.2614e+05i,4.5475e-13-1.2208e+05i,4.5475e-13+1.2208e+05i,-3.638e-12-75452i,-3.638e-12+75452i,9.0949e-13-34033i,9.0949e-13+34033i,9.0949e-13-25754i,9.0949e-13+25754i,5.5707e-12-9579.6i,5.5707e-12+9579.6i,-3.638e-12-4489.8i,-3.638e-12+4489.8i,-4.178e-12-1475.8i,-4.178e-12+1475.8i
1.7053e-12-1.3367e+05i,1.7053e-12+1.3367e+05i,-2.16e-12-73980i,-2.16e-12+73980i,1.4211e-13-38311i,1.4211e-13+38311i,-6.8212e-13-27231i,-6.8212e-13+27231i,-9.0949e-13-20078i,-9.0949e-13+20078i,-1.819e-12-9029.3i,-1.819e-12+9029.3i,2.8422e-13-1159.6i,2.8422e-13+1159.6i,6.8212e-13-6061i,6.8212e-13+6061i
-1.728e-11-2.032e+05i,-1.728e-11+2.032e+05i,1.3642e-11-1.1709e+05i,1.3642e-11+1.1709e+05i,-5.0022e-12-62006i,-5.0022e-12+62006i,-9.0949e-13-25519i,-9.0949e-13+25519i,-2.828e-12-18956i,-2.828e-12+18956i,-1.3642e-12-9009.3i,-1.3642e-12+9009.3i,-2.558e-13-2566.2i,-2.558e-13+2566.2i,2.8422e-12-4998.7i,2.8422e-12+4998.7i
